,gp,tp,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W,ppg
33307,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
34216,4,0,0.0,0.0,0.0,-0.25,1,0,0,0,0,0,0.0
36010,3,0,0.0,0.0,0.6666666666666666,0.3333333333333333,1,0,0,0,0,0,0.0
40118,21,10,0.19047619047619047,0.2857142857142857,0.5714285714285714,0.047619047619047616,0,0,0,0,1,0,0.48
41036,22,12,0.09090909090909091,0.45454545454545453,0.09090909090909091,-0.3181818181818182,0,0,0,0,1,0,0.55
42142,10,2,0.1,0.1,0.6,0.2,0,0,0,0,1,0,0.2
27892,5,1,0.2,0.0,0.4,-0.4,1,0,0,0,0,0,0.2
28867,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
29788,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
39149,59,13,0.06779661016949153,0.15254237288135594,0.6610169491525424,-0.01694915254237288,1,0,0,0,0,0,0.22
40090,54,12,0.07407407407407407,0.14814814814814814,0.2962962962962963,-0.037037037037037035,1,0,0,0,0,0,0.22
41148,40,6,0.075,0.075,0.4,-0.175,1,0,0,0,0,0,0.15
30391,57,12,0.03508771929824561,0.17543859649122806,0.45614035087719296,-0.03508771929824561,0,0,0,0,1,0,0.21
31469,33,2,0.0,0.06060606060606061,0.36363636363636365,0.06060606060606061,0,0,0,0,1,0,0.06
32425,2,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
42705,36,19,0.19444444444444445,0.3333333333333333,0.1111111111111111,0.0,0,0,0,1,0,0,0.53
43744,38,9,0.15789473684210525,0.07894736842105263,0.2631578947368421,-0.07894736842105263,0,0,0,1,0,0,0.24
44916,7,3,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.14285714285714285,0,0,0,1,0,0,0.43
42991,11,4,0.09090909090909091,0.2727272727272727,0.18181818181818182,-0.2727272727272727,0,1,0,0,0,0,0.36
43877,13,4,0.07692307692307693,0.23076923076923078,0.3076923076923077,0.0,0,1,0,0,0,0,0.31
44858,34,5,0.058823529411764705,0.08823529411764706,0.29411764705882354,-0.35294117647058826,0,1,0,0,0,0,0.15
42885,50,9,0.02,0.16,0.74,-0.2,0,1,0,0,0,0,0.18
43799,23,7,0.043478260869565216,0.2608695652173913,1.3043478260869565,-0.13043478260869565,0,1,0,0,0,0,0.3
44682,60,14,0.08333333333333333,0.15,0.9833333333333333,-0.1,0,1,0,0,0,0,0.23
42568,65,31,0.07692307692307693,0.4,0.36923076923076925,0.015384615384615385,0,1,0,0,0,0,0.48
43502,56,21,0.07142857142857142,0.30357142857142855,0.44642857142857145,-0.017857142857142856,0,1,0,0,0,0,0.38
44404,73,34,0.1643835616438356,0.3013698630136986,0.821917808219178,-0.0821917808219178,0,1,0,0,0,0,0.47
43199,3,0,0.0,0.0,0.0,0.6666666666666666,1,0,0,0,0,0,0.0
43345,56,35,0.30357142857142855,0.32142857142857145,0.23214285714285715,-0.21428571428571427,1,0,0,0,0,0,0.63
44287,59,51,0.559322033898305,0.3050847457627119,0.23728813559322035,-0.15254237288135594,1,0,0,0,0,0,0.86
28663,17,5,0.058823529411764705,0.23529411764705882,0.23529411764705882,-0.058823529411764705,0,0,0,0,1,0,0.29
29584,17,5,0.058823529411764705,0.23529411764705882,0.23529411764705882,-0.058823529411764705,0,0,0,0,1,0,0.29
30618,1,1,0.0,1.0,0.0,1.0,0,0,0,0,1,0,1.0
30015,74,52,0.20270270270270271,0.5,0.35135135135135137,0.14864864864864866,1,0,0,0,0,0,0.7
30862,73,57,0.3150684931506849,0.4657534246575342,0.3013698630136986,0.0273972602739726,1,0,0,0,0,0,0.78
31972,52,20,0.1346153846153846,0.25,0.19230769230769232,-0.21153846153846154,1,0,0,0,0,0,0.39
2912,1,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0.0
3014,1,2,0.0,2.0,0.0,0.0,0,0,0,1,0,0,2.0
3089,44,26,0.3409090909090909,0.25,0.13636363636363635,0.0,0,0,0,1,0,0,0.59
10232,56,22,0.08928571428571429,0.30357142857142855,0.21428571428571427,0.25,1,0,0,0,0,0,0.39
11173,78,24,0.10256410256410256,0.20512820512820512,0.6410256410256411,-0.48717948717948717,1,0,0,0,0,0,0.31
12079,7,0,0.0,0.0,0.5714285714285714,-0.2857142857142857,1,0,0,0,0,0,0.0
23521,39,5,0.05128205128205128,0.07692307692307693,0.15384615384615385,0.10256410256410256,0,0,0,1,0,0,0.13
25037,47,10,0.0851063829787234,0.1276595744680851,0.2127659574468085,-0.06382978723404255,0,0,0,1,0,0,0.21
25954,47,7,0.06382978723404255,0.0851063829787234,0.0851063829787234,-0.0851063829787234,0,0,0,1,0,0,0.15
8736,80,60,0.325,0.425,0.575,0.225,1,0,0,0,0,0,0.75
9349,67,22,0.1044776119402985,0.22388059701492538,0.3880597014925373,-0.1791044776119403,1,0,0,0,0,0,0.33
9773,76,25,0.11842105263157894,0.21052631578947367,0.23684210526315788,-0.3026315789473684,1,0,0,0,0,0,0.33
24796,76,29,0.07894736842105263,0.3026315789473684,0.15789473684210525,-0.07894736842105263,1,0,0,0,0,0,0.38
25696,69,23,0.13043478260869565,0.2028985507246377,0.5507246376811594,0.14492753623188406,1,0,0,0,0,0,0.33
26700,80,15,0.05,0.1375,0.125,-0.1375,1,0,0,0,0,0,0.19
42058,40,6,0.0,0.15,0.15,-0.175,1,0,0,0,0,0,0.15
43835,44,5,0.09090909090909091,0.022727272727272728,0.22727272727272727,-0.18181818181818182,1,0,0,0,0,0,0.11
44660,68,15,0.10294117647058823,0.11764705882352941,0.20588235294117646,-0.04411764705882353,1,0,0,0,0,0,0.22
42844,64,10,0.09375,0.0625,0.59375,-0.296875,0,0,0,1,0,0,0.16
43701,40,11,0.075,0.2,1.05,-0.025,0,0,0,1,0,0,0.28
44908,27,3,0.1111111111111111,0.0,0.48148148148148145,-0.14814814814814814,0,0,0,1,0,0,0.11
37720,1,0,0.0,0.0,0.0,-1.0,0,1,0,0,0,0,0.0
39601,11,0,0.0,0.0,0.0,0.09090909090909091,0,1,0,0,0,0,0.0
40330,18,2,0.0,0.1111111111111111,0.4444444444444444,0.0,0,1,0,0,0,0,0.11
43032,17,3,0.0,0.17647058823529413,0.47058823529411764,0.058823529411764705,0,0,0,0,1,0,0.18
43773,30,8,0.06666666666666667,0.2,0.4666666666666667,-0.2,0,0,0,0,1,0,0.27
44798,47,7,0.06382978723404255,0.0851063829787234,0.0851063829787234,-0.1702127659574468,0,0,0,0,1,0,0.15
40231,16,5,0.0625,0.25,0.25,-0.25,0,1,0,0,0,0,0.31
41202,42,4,0.023809523809523808,0.07142857142857142,0.3333333333333333,-0.023809523809523808,0,1,0,0,0,0,0.1
42111,29,4,0.0,0.13793103448275862,0.3448275862068966,-0.06896551724137931,0,1,0,0,0,0,0.14
30606,5,1,0.2,0.0,2.4,0.0,0,0,0,0,1,0,0.2
31473,1,1,1.0,0.0,0.0,1.0,0,0,0,0,1,0,1.0
32317,21,2,0.047619047619047616,0.047619047619047616,0.5238095238095238,-0.2857142857142857,0,0,0,0,1,0,0.1
29256,63,25,0.2222222222222222,0.1746031746031746,0.2222222222222222,-0.1111111111111111,0,0,0,0,1,0,0.4
30122,77,35,0.19480519480519481,0.2597402597402597,0.5194805194805194,0.012987012987012988,0,0,0,0,1,0,0.46
31074,64,25,0.171875,0.21875,0.28125,0.03125,0,0,0,0,1,0,0.39
38744,81,60,0.2222222222222222,0.5185185185185185,0.5185185185185185,0.30864197530864196,0,0,0,0,0,1,0.74
39872,69,28,0.15942028985507245,0.2463768115942029,0.5652173913043478,-0.21739130434782608,0,0,0,0,0,1,0.41
40941,60,17,0.08333333333333333,0.2,0.2,0.03333333333333333,0,0,0,0,0,1,0.28
40730,75,35,0.17333333333333334,0.29333333333333333,1.04,-0.14666666666666667,0,0,0,1,0,0,0.47
41828,71,19,0.08450704225352113,0.18309859154929578,0.5352112676056338,-0.19718309859154928,0,0,0,1,0,0,0.27
43038,49,3,0.0,0.061224489795918366,0.5102040816326531,-0.2857142857142857,0,0,0,1,0,0,0.06
43181,2,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
44135,3,0,0.0,0.0,0.6666666666666666,-0.6666666666666666,0,0,0,0,1,0,0.0
45186,14,0,0.0,0.0,0.42857142857142855,-0.35714285714285715,0,0,0,0,1,0,0.0
42711,62,19,0.04838709677419355,0.25806451612903225,0.2903225806451613,-0.03225806451612903,0,1,0,0,0,0,0.31
43823,53,6,0.018867924528301886,0.09433962264150944,0.33962264150943394,0.0,0,1,0,0,0,0,0.11
44601,67,18,0.08955223880597014,0.1791044776119403,0.5373134328358209,0.014925373134328358,0,1,0,0,0,0,0.27
42940,29,6,0.10344827586206896,0.10344827586206896,0.27586206896551724,-0.10344827586206896,1,0,0,0,0,0,0.21
43851,27,5,0.037037037037037035,0.14814814814814814,0.2222222222222222,-0.14814814814814814,1,0,0,0,0,0,0.19
44879,22,4,0.09090909090909091,0.09090909090909091,0.09090909090909091,-0.13636363636363635,1,0,0,0,0,0,0.18
40173,52,8,0.0,0.15384615384615385,0.5576923076923077,-0.057692307692307696,0,1,0,0,0,0,0.15
41259,46,2,0.021739130434782608,0.021739130434782608,0.6086956521739131,-0.34782608695652173,0,1,0,0,0,0,0.04
42334,10,0,0.0,0.0,1.1,-0.4,0,1,0,0,0,0,0.0
42742,69,16,0.07246376811594203,0.15942028985507245,0.463768115942029,-0.043478260869565216,0,1,0,0,0,0,0.23
43446,56,25,0.125,0.32142857142857145,0.625,0.19642857142857142,0,1,0,0,0,0,0.45
44338,70,42,0.18571428571428572,0.4142857142857143,0.5857142857142857,0.5857142857142857,0,1,0,0,0,0,0.6
37257,66,21,0.19696969696969696,0.12121212121212122,0.3939393939393939,0.09090909090909091,0,0,0,0,1,0,0.32
38045,71,31,0.1267605633802817,0.30985915492957744,0.16901408450704225,0.18309859154929578,0,0,0,0,1,0,0.44
39094,60,16,0.08333333333333333,0.18333333333333332,0.3333333333333333,0.05,0,0,0,0,1,0,0.27
42726,68,18,0.029411764705882353,0.23529411764705882,0.6323529411764706,0.19117647058823528,0,1,0,0,0,0,0.27
43522,55,20,0.03636363636363636,0.32727272727272727,0.45454545454545453,0.2909090909090909,0,1,0,0,0,0,0.36
44558,64,21,0.03125,0.296875,0.609375,0.25,0,1,0,0,0,0,0.33
27803,11,4,0.18181818181818182,0.18181818181818182,0.18181818181818182,-0.09090909090909091,1,0,0,0,0,0,0.36
28665,27,5,0.037037037037037035,0.14814814814814814,0.2222222222222222,-0.037037037037037035,1,0,0,0,0,0,0.19
29586,27,5,0.037037037037037035,0.14814814814814814,0.2222222222222222,-0.037037037037037035,1,0,0,0,0,0,0.19
27739,16,6,0.1875,0.1875,0.25,0.0,1,0,0,0,0,0,0.38
28483,64,13,0.125,0.078125,0.125,0.0625,1,0,0,0,0,0,0.2
29404,64,13,0.125,0.078125,0.125,0.0625,1,0,0,0,0,0,0.2
42813,46,12,0.06521739130434782,0.1956521739130435,0.13043478260869565,-0.2826086956521739,0,1,0,0,0,0,0.26
43429,46,27,0.06521739130434782,0.5217391304347826,0.21739130434782608,0.2608695652173913,0,1,0,0,0,0,0.59
44588,67,19,0.04477611940298507,0.23880597014925373,0.1791044776119403,-0.26865671641791045,0,1,0,0,0,0,0.28
40628,82,51,0.1951219512195122,0.4268292682926829,0.6829268292682927,-0.10975609756097561,0,0,0,0,1,0,0.62
41516,82,53,0.2804878048780488,0.36585365853658536,0.5365853658536586,-0.04878048780487805,0,0,0,0,1,0,0.65
42818,20,11,0.4,0.15,0.3,0.1,0,0,0,0,1,0,0.55
42932,36,7,0.027777777777777776,0.16666666666666666,0.16666666666666666,0.08333333333333333,0,1,0,0,0,0,0.19
44121,2,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
45024,5,1,0.0,0.2,0.4,0.4,0,1,0,0,0,0,0.2
43147,0,0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0.0
43705,49,11,0.04081632653061224,0.1836734693877551,0.5306122448979592,-0.04081632653061224,0,1,0,0,0,0,0.22
44974,9,2,0.0,0.2222222222222222,1.1111111111111112,0.0,0,1,0,0,0,0,0.22
38339,51,10,0.0,0.19607843137254902,0.1568627450980392,-0.0392156862745098,0,1,0,0,0,0,0.2
39168,58,12,0.034482758620689655,0.1724137931034483,0.2413793103448276,0.06896551724137931,0,1,0,0,0,0,0.21
40217,41,6,0.024390243902439025,0.12195121951219512,0.2926829268292683,-0.0975609756097561,0,1,0,0,0,0,0.15
25687,58,25,0.06896551724137931,0.3620689655172414,0.7586206896551724,0.05172413793103448,0,1,0,0,0,0,0.43
26731,66,13,0.06060606060606061,0.13636363636363635,0.3333333333333333,0.12121212121212122,0,1,0,0,0,0,0.2
27536,73,17,0.0821917808219178,0.1506849315068493,0.6301369863013698,0.136986301369863,0,1,0,0,0,0,0.23
42645,66,23,0.15151515151515152,0.19696969696969696,0.21212121212121213,-0.3939393939393939,0,0,0,0,1,0,0.35
43554,48,17,0.1875,0.16666666666666666,0.20833333333333334,0.0625,0,0,0,0,1,0,0.35
44633,41,16,0.17073170731707318,0.21951219512195122,0.24390243902439024,0.1951219512195122,0,0,0,0,1,0,0.39
42606,27,26,0.4074074074074074,0.5555555555555556,0.4444444444444444,0.6296296296296297,0,0,0,0,0,1,0.96
43498,52,21,0.15384615384615385,0.25,0.5,0.17307692307692307,0,0,0,0,0,1,0.4
44387,75,35,0.24,0.22666666666666666,0.5066666666666667,-0.05333333333333334,0,0,0,0,0,1,0.47
43218,4,0,0.0,0.0,0.5,-0.75,0,1,0,0,0,0,0.0
43826,18,6,0.0,0.3333333333333333,0.2222222222222222,-0.3333333333333333,0,1,0,0,0,0,0.33
44753,35,10,0.05714285714285714,0.22857142857142856,0.5142857142857142,-0.2,0,1,0,0,0,0,0.29
40425,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
41252,10,2,0.1,0.1,0.0,-0.4,1,0,0,0,0,0,0.2
42184,8,1,0.125,0.0,0.5,-0.125,1,0,0,0,0,0,0.13
31923,76,25,0.10526315789473684,0.2236842105263158,0.3815789473684211,0.13157894736842105,1,0,0,0,0,0,0.33
32871,66,19,0.06060606060606061,0.22727272727272727,0.2727272727272727,0.030303030303030304,1,0,0,0,0,0,0.29
33835,76,14,0.06578947368421052,0.11842105263157894,0.23684210526315788,-0.10526315789473684,1,0,0,0,0,0,0.18
27767,3,5,1.0,0.6666666666666666,0.6666666666666666,1.3333333333333333,1,0,0,0,0,0,1.67
28761,17,2,0.058823529411764705,0.058823529411764705,0.23529411764705882,-0.23529411764705882,1,0,0,0,0,0,0.12
29682,17,2,0.058823529411764705,0.058823529411764705,0.23529411764705882,-0.23529411764705882,1,0,0,0,0,0,0.12
27716,17,7,0.17647058823529413,0.23529411764705882,0.7058823529411765,-0.4117647058823529,0,1,0,0,0,0,0.41
28422,50,19,0.04,0.34,0.44,0.04,0,1,0,0,0,0,0.38
29343,50,19,0.04,0.34,0.44,0.04,0,1,0,0,0,0,0.38
29317,72,21,0.027777777777777776,0.2638888888888889,0.4583333333333333,0.1111111111111111,0,1,0,0,0,0,0.29
31066,66,26,0.09090909090909091,0.30303030303030304,0.5757575757575758,-0.13636363636363635,0,1,0,0,0,0,0.39
32080,47,13,0.0851063829787234,0.19148936170212766,0.851063829787234,0.06382978723404255,0,1,0,0,0,0,0.28
13497,78,39,0.0641025641025641,0.4358974358974359,0.5641025641025641,0.15384615384615385,0,1,0,0,0,0,0.5
14306,65,13,0.03076923076923077,0.16923076923076924,0.6,0.015384615384615385,0,1,0,0,0,0,0.2
15597,13,7,0.07692307692307693,0.46153846153846156,0.6923076923076923,0.23076923076923078,0,1,0,0,0,0,0.54
41042,82,12,0.012195121951219513,0.13414634146341464,0.4878048780487805,-0.08536585365853659,0,1,0,0,0,0,0.15
42214,9,1,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0,1,0,0,0,0,0.11
43216,4,0,0.0,0.0,0.0,-0.25,0,1,0,0,0,0,0.0
27789,65,5,0.015384615384615385,0.06153846153846154,0.5230769230769231,-0.07692307692307693,0,1,0,0,0,0,0.08
28962,9,0,0.0,0.0,0.2222222222222222,-0.2222222222222222,0,1,0,0,0,0,0.0
29883,9,0,0.0,0.0,0.2222222222222222,-0.2222222222222222,0,1,0,0,0,0,0.0
30749,8,0,0.0,0.0,1.875,-0.375,0,0,0,1,0,0,0.0
31372,47,5,0.0425531914893617,0.06382978723404255,1.0,-0.10638297872340426,0,0,0,1,0,0,0.11
32476,9,0,0.0,0.0,0.2222222222222222,-0.2222222222222222,0,0,0,1,0,0,0.0
37751,2,0,0.0,0.0,1.0,0.5,0,1,0,0,0,0,0.0
38692,10,0,0.0,0.0,0.6,-0.1,0,1,0,0,0,0,0.0
40291,11,3,0.0,0.2727272727272727,1.1818181818181819,-0.45454545454545453,0,1,0,0,0,0,0.27
32884,80,18,0.05,0.175,0.375,0.1125,0,1,0,0,0,0,0.23
33859,79,13,0.02531645569620253,0.13924050632911392,0.3037974683544304,-0.05063291139240506,0,1,0,0,0,0,0.17
34814,74,8,0.04054054054054054,0.06756756756756757,0.5135135135135135,-0.013513513513513514,0,1,0,0,0,0,0.11
42953,25,6,0.04,0.2,0.52,0.12,1,0,0,0,0,0,0.24
43940,20,2,0.1,0.0,0.0,-0.3,1,0,0,0,0,0,0.1
44796,36,7,0.08333333333333333,0.1111111111111111,0.1111111111111111,-0.08333333333333333,1,0,0,0,0,0,0.19
34159,1,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0.0
35637,65,11,0.07692307692307693,0.09230769230769231,0.18461538461538463,-0.03076923076923077,0,0,0,0,0,1,0.17
36638,25,4,0.04,0.12,0.36,-0.32,0,0,0,0,0,1,0.16
42510,69,36,0.18840579710144928,0.3333333333333333,0.3188405797101449,0.0,0,0,0,0,1,0,0.52
43402,40,30,0.275,0.475,0.175,0.375,0,0,0,0,1,0,0.75
44435,75,31,0.14666666666666667,0.26666666666666666,0.18666666666666668,0.0,0,0,0,0,1,0,0.41
36691,44,3,0.0,0.06818181818181818,1.1818181818181819,0.06818181818181818,0,1,0,0,0,0,0.07
37509,51,6,0.0392156862745098,0.0784313725490196,0.0392156862745098,0.0784313725490196,0,1,0,0,0,0,0.12
38543,1,1,0.0,1.0,0.0,-1.0,0,1,0,0,0,0,1.0
43169,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
43649,44,13,0.06818181818181818,0.22727272727272727,0.6818181818181818,-0.09090909090909091,0,0,0,0,1,0,0.3
44541,74,22,0.08108108108108109,0.21621621621621623,0.918918918918919,-0.08108108108108109,0,0,0,0,1,0,0.3
18773,50,17,0.14,0.2,1.96,-0.08,1,0,0,0,0,0,0.34
19474,83,23,0.0963855421686747,0.18072289156626506,0.6144578313253012,-0.12048192771084337,1,0,0,0,0,0,0.28
20383,77,9,0.025974025974025976,0.09090909090909091,0.922077922077922,-0.06493506493506493,1,0,0,0,0,0,0.12
35642,27,11,0.1111111111111111,0.2962962962962963,0.0,0.14814814814814814,1,0,0,0,0,0,0.41
36404,41,12,0.14634146341463414,0.14634146341463414,0.0975609756097561,-0.024390243902439025,1,0,0,0,0,0,0.29
37749,2,0,0.0,0.0,0.0,-1.5,1,0,0,0,0,0,0.0
36534,45,7,0.044444444444444446,0.1111111111111111,1.3333333333333333,0.022222222222222223,0,1,0,0,0,0,0.16
37695,15,1,0.0,0.06666666666666667,0.6,-0.2,0,1,0,0,0,0,0.07
38583,31,1,0.0,0.03225806451612903,2.129032258064516,-0.0967741935483871,0,1,0,0,0,0,0.03
36735,36,2,0.0,0.05555555555555555,0.8055555555555556,-0.05555555555555555,0,1,0,0,0,0,0.06
37456,45,9,0.044444444444444446,0.15555555555555556,0.8222222222222222,-0.15555555555555556,0,1,0,0,0,0,0.2
38579,14,1,0.0,0.07142857142857142,1.8571428571428572,-0.21428571428571427,0,1,0,0,0,0,0.07
19667,33,8,0.06060606060606061,0.18181818181818182,1.1818181818181819,0.09090909090909091,0,1,0,0,0,0,0.24
20333,51,12,0.0784313725490196,0.1568627450980392,1.1764705882352942,0.21568627450980393,0,1,0,0,0,0,0.24
21417,13,0,0.0,0.0,0.15384615384615385,0.07692307692307693,0,1,0,0,0,0,0.0
30293,79,20,0.02531645569620253,0.22784810126582278,0.7848101265822784,0.10126582278481013,0,1,0,0,0,0,0.25
31178,80,17,0.05,0.1625,0.725,0.275,0,1,0,0,0,0,0.21
32123,61,11,0.01639344262295082,0.16393442622950818,0.6885245901639344,0.13114754098360656,0,1,0,0,0,0,0.18
15934,68,43,0.25,0.38235294117647056,2.5441176470588234,0.20588235294117646,0,0,0,0,1,0,0.63
16679,69,33,0.21739130434782608,0.2608695652173913,2.130434782608696,0.08695652173913043,0,0,0,0,1,0,0.48
17453,55,17,0.07272727272727272,0.23636363636363636,1.690909090909091,0.03636363636363636,0,0,0,0,1,0,0.31
23810,78,53,0.2564102564102564,0.4230769230769231,1.2564102564102564,0.44871794871794873,0,0,0,0,1,0,0.68
24833,57,25,0.15789473684210525,0.2807017543859649,1.4385964912280702,0.14035087719298245,0,0,0,0,1,0,0.44
26268,8,0,0.0,0.0,0.5,-0.625,0,0,0,0,1,0,0.0
10367,67,6,0.029850746268656716,0.05970149253731343,2.1641791044776117,0.0,0,1,0,0,0,0,0.09
10824,26,5,0.038461538461538464,0.15384615384615385,1.5769230769230769,-0.15384615384615385,0,1,0,0,0,0,0.19
11485,3,0,0.0,0.0,1.3333333333333333,0.0,0,1,0,0,0,0,0.0
8029,77,41,0.2597402597402597,0.2727272727272727,0.2727272727272727,-0.2857142857142857,0,0,0,1,0,0,0.53
8393,76,37,0.23684210526315788,0.25,0.8157894736842105,-0.07894736842105263,0,0,0,1,0,0,0.49
8906,78,21,0.14102564102564102,0.1282051282051282,0.10256410256410256,0.15384615384615385,0,0,0,1,0,0,0.27
28377,54,22,0.12962962962962962,0.2777777777777778,1.4814814814814814,0.2037037037037037,1,0,0,0,0,0,0.41
29298,54,22,0.12962962962962962,0.2777777777777778,1.4814814814814814,0.2037037037037037,1,0,0,0,0,0,0.41
30484,9,7,0.1111111111111111,0.6666666666666666,0.6666666666666666,0.0,1,0,0,0,0,0,0.78
31698,79,58,0.34177215189873417,0.3924050632911392,0.8734177215189873,-0.02531645569620253,0,0,0,1,0,0,0.73
32600,79,49,0.31645569620253167,0.3037974683544304,0.7721518987341772,-0.13924050632911392,0,0,0,1,0,0,0.62
33615,67,32,0.19402985074626866,0.2835820895522388,0.835820895522388,-0.029850746268656716,0,0,0,1,0,0,0.48
42442,69,45,0.07246376811594203,0.5797101449275363,0.2898550724637681,0.0,0,1,0,0,0,0,0.65
43430,56,27,0.05357142857142857,0.42857142857142855,0.6785714285714286,-0.14285714285714285,0,1,0,0,0,0,0.48
44652,71,16,0.014084507042253521,0.2112676056338028,0.16901408450704225,-0.5774647887323944,0,1,0,0,0,0,0.23
27627,79,12,0.0379746835443038,0.11392405063291139,1.379746835443038,0.0,0,0,0,0,1,0,0.15
28693,71,4,0.014084507042253521,0.04225352112676056,1.5352112676056338,-0.2676056338028169,0,0,0,0,1,0,0.06
29614,71,4,0.014084507042253521,0.04225352112676056,1.5352112676056338,-0.2676056338028169,0,0,0,0,1,0,0.06
23462,67,7,0.05970149253731343,0.04477611940298507,3.4477611940298507,0.14925373134328357,0,0,0,0,1,0,0.1
24174,45,10,0.06666666666666667,0.15555555555555556,3.1777777777777776,0.044444444444444446,0,0,0,0,1,0,0.22
25297,25,1,0.0,0.04,4.72,-0.2,0,0,0,0,1,0,0.04
22833,22,2,0.0,0.09090909090909091,0.09090909090909091,-0.22727272727272727,1,0,0,0,0,0,0.09
24444,1,0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0.0
26954,10,2,0.2,0.0,0.2,0.1,1,0,0,0,0,0,0.2
19239,78,78,0.3333333333333333,0.6666666666666666,1.1538461538461537,-0.19230769230769232,1,0,0,0,0,0,1.0
20142,51,30,0.13725490196078433,0.45098039215686275,0.5490196078431373,-0.11764705882352941,1,0,0,0,0,0,0.59
21011,12,11,0.5833333333333334,0.3333333333333333,0.5,0.16666666666666666,1,0,0,0,0,0,0.92
22475,77,24,0.12987012987012986,0.18181818181818182,0.42857142857142855,0.05194805194805195,0,0,0,1,0,0,0.31
23348,76,14,0.09210526315789473,0.09210526315789473,0.5394736842105263,-0.02631578947368421,0,0,0,1,0,0,0.18
24246,62,7,0.03225806451612903,0.08064516129032258,0.46774193548387094,-0.08064516129032258,0,0,0,1,0,0,0.11
22658,67,11,0.0,0.16417910447761194,2.716417910447761,0.0,0,0,0,1,0,0,0.16
23651,82,1,0.0,0.012195121951219513,2.426829268292683,-0.17073170731707318,0,0,0,1,0,0,0.01
24313,69,4,0.014492753623188406,0.043478260869565216,1.7246376811594204,-0.08695652173913043,0,0,0,1,0,0,0.06
26958,43,2,0.046511627906976744,0.0,1.9767441860465116,-0.11627906976744186,0,0,0,1,0,0,0.05
28020,4,0,0.0,0.0,4.25,0.0,0,0,0,1,0,0,0.0
30733,5,0,0.0,0.0,1.4,-0.2,0,0,0,1,0,0,0.0
13766,13,5,0.15384615384615385,0.23076923076923078,0.7692307692307693,0.46153846153846156,0,0,0,0,1,0,0.39
16263,14,5,0.14285714285714285,0.21428571428571427,0.42857142857142855,-0.07142857142857142,0,0,0,0,1,0,0.36
16963,13,3,0.15384615384615385,0.07692307692307693,0.38461538461538464,0.15384615384615385,0,0,0,0,1,0,0.23
9557,7,0,0.0,0.0,0.8571428571428571,0.5714285714285714,0,1,0,0,0,0,0.0
9918,31,5,0.0,0.16129032258064516,0.5806451612903226,-0.06451612903225806,0,1,0,0,0,0,0.16
10787,30,9,0.03333333333333333,0.26666666666666666,0.8333333333333334,0.16666666666666666,0,1,0,0,0,0,0.3
26064,77,4,0.0,0.05194805194805195,1.12987012987013,0.1038961038961039,0,1,0,0,0,0,0.05
26865,67,6,0.0,0.08955223880597014,0.8955223880597015,0.029850746268656716,0,1,0,0,0,0,0.09
27681,69,9,0.028985507246376812,0.10144927536231885,0.4782608695652174,0.08695652173913043,0,1,0,0,0,0,0.13
1474,34,19,0.2647058823529412,0.29411764705882354,0.17647058823529413,0.0,0,0,0,0,1,0,0.56
1690,11,5,0.09090909090909091,0.36363636363636365,0.0,0.0,0,0,0,0,1,0,0.46
2184,2,1,0.0,0.5,1.0,0.0,0,0,0,0,1,0,0.5
22879,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
28914,2,0,0.0,0.0,1.0,-0.5,0,0,0,0,1,0,0.0
29835,2,0,0.0,0.0,1.0,-0.5,0,0,0,0,1,0,0.0
4859,3,1,0.0,0.3333333333333333,0.6666666666666666,0.0,0,0,0,0,1,0,0.33
5021,3,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
5287,1,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0.0
18338,1,1,1.0,0.0,2.0,2.0,0,1,0,0,0,0,1.0
18801,46,15,0.10869565217391304,0.21739130434782608,1.7826086956521738,0.0,0,1,0,0,0,0,0.33
19660,62,8,0.06451612903225806,0.06451612903225806,1.6774193548387097,-0.6774193548387096,0,1,0,0,0,0,0.13
9188,72,61,0.3472222222222222,0.5,0.5833333333333334,0.2638888888888889,0,0,0,0,1,0,0.85
9605,78,62,0.2692307692307692,0.5256410256410257,0.5512820512820513,-0.23076923076923078,0,0,0,0,1,0,0.8
10364,18,6,0.1111111111111111,0.2222222222222222,0.4444444444444444,-0.3333333333333333,0,0,0,0,1,0,0.33
