playername,gp,tp,ppg,gpg,apg,pmpg,+/-pg,position_C,position_D,position_F,position_L,position_R,position_W
Jordan Martinook,471,128,0.26,0.09022429884717045,0.1656248741053734,0.3946707849980975,-0.12570032206335702,0.0,0.0,0.0,0.0,0.0,1
Jordan Nolan,375,52,0.14125000000000001,0.0576318948261883,0.0830338366343801,0.9441773240346609,-0.03288804153274262,1.0,0.0,0.0,0.0,0.0,0
Jordan Oesterle,292,73,0.21125,0.03754951063089186,0.17434469084669413,0.11105075998016237,-0.2234784014637062,0.0,1.0,0.0,0.0,0.0,0
Jordan Schmaltz,42,5,0.13333333333333333,0.0,0.13304843304843306,0.3353276353276353,-0.11666666666666665,0.0,1.0,0.0,0.0,0.0,0
Jordan Schroeder,165,42,0.2416666666666667,0.1039130800421123,0.13787995013801468,0.09273858757729725,0.016930336930336926,1.0,0.0,0.0,0.0,0.0,0
Jordan Smotherman,4,2,0.5,0.25,0.25,0.0,0.25,0.0,0.0,0.0,1.0,0.0,0
Jordan Spence,19,8,0.42,0.10526315789473684,0.3157894736842105,0.10526315789473684,-0.05263157894736842,0.0,1.0,0.0,0.0,0.0,0
Jordan Staal,1088,609,0.5718750000000001,0.23556713007537614,0.3352055138692208,0.4849836098479712,0.04074914348846725,1.0,0.0,0.0,0.0,0.0,0
Jordan Szwarz,50,7,0.12,0.056623931623931624,0.0625,0.44658119658119655,-0.19658119658119658,0.0,0.0,0.0,0.0,1.0,0
Jordan Weal,218,69,0.29200000000000004,0.150803509809721,0.14230503795721186,0.2645962732919254,-0.0292714187124125,1.0,0.0,0.0,0.0,0.0,0
Jordie Benn,591,134,0.26363636363636367,0.0361954126650519,0.22579296500169443,0.3387472372559655,0.04278560321535169,0.0,1.0,0.0,0.0,0.0,0
Jordin Tootoo,793,169,0.20642857142857143,0.08364686356282994,0.12378838559510828,1.372199064552006,-0.07577163810357088,0.0,0.0,0.0,0.0,1.0,0
Jordy Douglas,268,138,0.47,0.23587522007825612,0.23230050573504082,0.6354295188261032,-0.3737713951660821,0.0,0.0,1.0,0.0,0.0,0
Jorgen Jonsson,79,31,0.39,0.1518987341772152,0.24050632911392406,0.20253164556962025,-0.10126582278481013,1.0,0.0,0.0,0.0,0.0,0
Jorgen Pettersson,435,366,0.8500000000000001,0.4032118293408617,0.4441635309377245,0.26991763443376343,-0.026850595882853948,0.0,0.0,0.0,1.0,0.0,0
Jori Lehtera,307,111,0.32000000000000006,0.09907797022216173,0.2211099863133857,0.6200582664125948,-0.010028556629312024,1.0,0.0,0.0,0.0,0.0,0
Jose Charbonneau,71,22,0.29,0.15303030303030302,0.1350378787878788,0.6384469696969697,-0.05482954545454546,0.0,0.0,0.0,0.0,1.0,0
Josef Beranek,531,262,0.49444444444444435,0.2346645226131551,0.2602331393263541,0.7102324805642333,-0.08904251602711172,1.0,0.0,0.0,0.0,0.0,0
Josef Boumedienne,84,30,0.29500000000000004,0.13119369369369369,0.16216216216216217,0.7804054054054055,-0.30180180180180183,0.0,1.0,0.0,0.0,0.0,0
Josef Marha,159,53,0.36166666666666675,0.0962101896582573,0.2656031937734836,0.15352254428341386,0.09417326444802292,1.0,0.0,0.0,0.0,0.0,0
Josef Melichar,431,57,0.12125,0.016140389082462254,0.1047051356502576,0.8195188957384079,-0.12157133178474643,0.0,1.0,0.0,0.0,0.0,0
Josef Vasicek,542,228,0.41250000000000003,0.17378569636667163,0.2380642183791195,0.6538610609052321,-0.06726192880287687,1.0,0.0,0.0,0.0,0.0,0
Joseph Blandisi,101,31,0.198,0.0656600851722803,0.13155245838172663,0.7203510130339399,-0.0598270744612208,1.0,0.0,0.0,0.0,0.0,0
Joseph Cramarossa,63,11,0.21000000000000002,0.03389830508474576,0.17584745762711865,2.3834745762711864,-0.125,1.0,0.0,0.0,0.0,0.0,0
Joseph Godin,27,9,0.33,0.08333333333333333,0.25,0.5,-0.5,0.0,0.0,0.0,0.0,1.0,0
Joseph LaBate,13,0,0.0,0.0,0.0,1.6153846153846154,-0.15384615384615385,1.0,0.0,0.0,0.0,0.0,0
Joseph Noris,52,7,0.07333333333333333,0.020833333333333332,0.052083333333333336,0.24537037037037038,-0.49074074074074076,1.0,0.0,0.0,0.0,0.0,0
Josh Anderson,382,167,0.37124999999999997,0.19790456833139758,0.17471857410881803,0.6700653682360999,-0.08154836356055868,0.0,0.0,0.0,0.0,1.0,0
Josh Archibald,242,71,0.23000000000000004,0.1319545684278674,0.09904557356441335,0.4458447398810641,-0.03600790192007324,0.0,0.0,0.0,0.0,1.0,0
Josh Bailey,986,548,0.5535714285714285,0.17901971526865565,0.37485069197284676,0.23470284601534822,-0.03785163169296398,0.0,0.0,0.0,0.0,1.0,0
Josh Brown,170,17,0.0875,0.0201496138996139,0.06810533464945229,0.8331304195274783,-0.05483313387725153,0.0,1.0,0.0,0.0,0.0,0
Josh Currie,22,5,0.12,0.047619047619047616,0.07142857142857142,0.047619047619047616,0.047619047619047616,0.0,0.0,0.0,0.0,1.0,0
Josh Dunne,6,0,0.0,0.0,0.0,0.6666666666666666,-0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0
Josh Gorges,783,124,0.1515384615384615,0.019584488080423037,0.13216823094600103,0.5056198593870265,-0.030812339602451624,0.0,1.0,0.0,0.0,0.0,0
Josh Gratton,86,6,0.0675,0.03582272990167727,0.031123481781376517,3.6895604395604398,0.12684355118565646,0.0,0.0,0.0,1.0,0.0,0
Josh Green,391,87,0.1725,0.08060405233666255,0.09157200004482142,0.5079162990587043,-0.11780873396993614,1.0,0.0,0.0,0.0,0.0,0
Josh Hennessy,23,1,0.02,0.02,0.0,0.21333333333333332,-0.023333333333333338,1.0,0.0,0.0,0.0,0.0,0
Josh Ho-Sang,53,24,0.41,0.12712842712842712,0.28008658008658005,0.42077922077922075,-0.023520923520923515,0.0,0.0,0.0,0.0,1.0,0
Josh Holden,61,14,0.21428571428571427,0.07619047619047621,0.1380952380952381,0.1880952380952381,-0.05714285714285715,1.0,0.0,0.0,0.0,0.0,0
Josh Jacobs,3,0,0.0,0.0,0.0,0.5,-0.25,0.0,1.0,0.0,0.0,0.0,0
Josh Jooris,213,55,0.2475,0.1042176710608914,0.143922630257376,0.4059949780288763,-0.05307988072818581,1.0,0.0,0.0,0.0,0.0,0
Josh Langfeld,181,49,0.17857142857142858,0.05764411027568922,0.12081339712918661,0.570745044429255,0.07256778309409888,0.0,0.0,0.0,0.0,1.0,0
Josh Leivo,214,77,0.3733333333333333,0.17404310277117296,0.19725729923098342,0.300908075030882,0.03767788416911225,0.0,0.0,0.0,1.0,0.0,0
Josh Mahura,75,18,0.27749999999999997,0.07136980666392431,0.20675647881530237,0.25473056355409296,-0.15641711229946526,0.0,1.0,0.0,0.0,0.0,0
Josh Manson,468,118,0.24,0.05078128496385053,0.18948432898413667,0.9737394219409682,0.030979084972417994,0.0,1.0,0.0,0.0,0.0,0
Josh Morrissey,417,163,0.3457142857142857,0.08200294429192258,0.2619956733851558,0.41693240459976116,0.04660485449705899,0.0,1.0,0.0,0.0,0.0,0
Josh Norris,118,86,0.49666666666666665,0.28763115415657786,0.20883777239709445,0.1564769975786925,0.09994619316653212,1.0,0.0,0.0,0.0,0.0,0
Josh Olson,10,2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0
Josh Teves,1,0,0.0,0.0,0.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
Josiah Slavin,15,1,0.07,0.0,0.06666666666666667,0.26666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0
Jozef Balej,35,11,0.5266666666666667,0.0392156862745098,0.4901960784313726,0.1568627450980392,0.29411764705882354,0.0,0.0,0.0,0.0,1.0,0
Jozef Cierny,1,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0
Jozef Stumpel,1021,714,0.6405882352941177,0.19358416871633422,0.4466257322091818,0.23845977180429034,0.049616630952262354,1.0,0.0,0.0,0.0,0.0,0
Jud McAtee,46,28,0.8633333333333333,0.11363636363636363,0.75,0.04545454545454545,0.0,0.0,0.0,0.0,1.0,0.0,0
Jude Drouin,666,456,0.5333333333333333,0.1720642685774265,0.36062209476683166,0.489479682111261,-0.05309079322237217,1.0,0.0,0.0,0.0,0.0,0
Juha Lind,133,22,0.16333333333333333,0.06673940716493908,0.09656301145662848,0.15057283142389524,-0.015457355882887797,0.0,0.0,0.0,1.0,0.0,0
Juha Widing,575,370,0.62375,0.2435590703131163,0.3803169621456972,0.35584187756128965,-0.13457787947215924,1.0,0.0,0.0,0.0,0.0,0
Juha Ylonen,341,102,0.25166666666666665,0.06320981407763396,0.1885276204820575,0.25603979816784767,0.029836576504681456,1.0,0.0,0.0,0.0,0.0,0
Juho Lammikko,152,26,0.16,0.06461675579322639,0.09679144385026739,0.1943850267379679,-0.1336452762923351,1.0,0.0,0.0,0.0,0.0,0
Jujhar Khaira,285,66,0.19714285714285715,0.08418305728088336,0.11296583850931675,0.6556748907292386,-0.11497225097768578,0.0,0.0,0.0,1.0,0.0,0
Jukka Hentunen,38,9,0.24,0.10526315789473684,0.13157894736842105,0.10526315789473684,-0.23684210526315788,0.0,0.0,0.0,0.0,1.0,0
Jukka Porvari,39,12,0.38,0.09475806451612903,0.2842741935483871,0.25,-0.4173387096774194,0.0,0.0,0.0,0.0,1.0,0
Julian Melchiori,30,2,0.03666666666666667,0.0,0.037037037037037035,0.14814814814814814,-0.30303030303030304,0.0,1.0,0.0,0.0,0.0,0
Julien Brouillette,11,2,0.1,0.05,0.05,0.0,0.15,0.0,1.0,0.0,0.0,0.0,0
Julien Gauthier,94,18,0.19999999999999998,0.043498817966903074,0.15385899040467252,0.3407870949798359,-0.10379641218189402,0.0,0.0,0.0,0.0,1.0,0
Julien Vauclair,2,0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Julius Honka,87,13,0.18333333333333335,0.028769841269841268,0.15311986863711,0.30938697318007663,-0.11425834701696773,0.0,1.0,0.0,0.0,0.0,0
Junior Lessard,27,4,0.43333333333333335,0.4158730158730159,0.015873015873015872,0.9746031746031746,0.2380952380952381,0.0,0.0,0.0,0.0,1.0,0
Juraj Kolnik,313,120,0.32571428571428573,0.17639570849238337,0.1473064121155254,0.2369954381961771,-0.0913659377021446,0.0,0.0,0.0,0.0,1.0,0
Jussi Jokinen,951,563,0.5792307692307693,0.20157275509116193,0.37873575608045384,0.3991496467017722,-0.0020536717218762107,0.0,0.0,0.0,0.0,0.0,1
Jussi Timonen,14,4,0.29,0.0,0.2857142857142857,0.42857142857142855,-0.7142857142857143,0.0,1.0,0.0,0.0,0.0,0
Justin Abdelkader,739,252,0.2753846153846154,0.11749360442428403,0.15748564560936762,0.7527008761313165,-0.06994427951859533,0.0,0.0,0.0,1.0,0.0,0
Justin Auger,2,0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,1.0,0
Justin Bailey,82,9,0.07857142857142858,0.044642857142857144,0.03382034632034632,0.259817563388992,-0.20578231292517007,0.0,0.0,0.0,0.0,1.0,0
Justin Barron,7,2,0.29,0.14285714285714285,0.14285714285714285,0.0,-0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0
Justin Braun,789,197,0.2525,0.0423631000568997,0.20888601117394176,0.3544338530388711,0.01645583808826326,0.0,1.0,0.0,0.0,0.0,0
Justin Danforth,39,12,0.31,0.23076923076923078,0.07692307692307693,0.15384615384615385,-0.05128205128205128,0.0,0.0,0.0,0.0,1.0,0
Justin DiBenedetto,8,1,0.13,0.0,0.125,0.25,-0.25,1.0,0.0,0.0,0.0,0.0,0
Justin Dowling,98,18,0.178,0.04627888076163938,0.13112736561012422,0.1622431208638105,-0.15031928480204343,1.0,0.0,0.0,0.0,0.0,0
Justin Duberman,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Justin Falk,279,33,0.098,0.009857128173501902,0.08829553373956703,0.7237654577409434,-0.28353608925764334,0.0,1.0,0.0,0.0,0.0,0
Justin Faulk,754,341,0.44909090909090915,0.14552378103528102,0.3027651962824469,0.4922363902452423,-0.0585155810889941,0.0,1.0,0.0,0.0,0.0,0
Justin Florek,4,2,0.5,0.25,0.25,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0
Justin Fontaine,197,68,0.3433333333333333,0.135687864561104,0.20480153649167732,0.2987622705932565,0.10800256081946223,0.0,0.0,0.0,0.0,1.0,0
Justin Hocking,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Justin Hodgman,5,1,0.2,0.2,0.0,0.4,-0.4,1.0,0.0,0.0,0.0,0.0,0
Justin Holl,200,62,0.41000000000000003,0.21940508021390373,0.1900701871657754,0.3756183155080214,0.5555080213903743,0.0,1.0,0.0,0.0,0.0,0
Justin Johnson,2,0,0.0,0.0,0.0,3.5,-0.5,0.0,0.0,0.0,0.0,1.0,0
Justin Kloos,2,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Justin Kurtz,27,8,0.3,0.1111111111111111,0.18518518518518517,0.5185185185185185,-0.14814814814814814,0.0,1.0,0.0,0.0,0.0,0
Justin Mapletoft,65,14,0.24666666666666667,0.08529741863075196,0.15937149270482603,0.20875420875420878,-0.05499438832772166,1.0,0.0,0.0,0.0,0.0,0
Justin Mercier,9,2,0.22,0.1111111111111111,0.1111111111111111,0.0,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0
Justin Papineau,145,32,0.195,0.109375,0.0859375,0.125,-0.46875,1.0,0.0,0.0,0.0,0.0,0
Justin Richards,1,1,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
Justin Schultz,595,260,0.441,0.09143960894727302,0.3493547329806905,0.2107980542170164,-0.06944713967615763,0.0,1.0,0.0,0.0,0.0,0
Justin Shugg,3,0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0
Justin Williams,1343,841,0.619,0.24530643918155098,0.3729443937129541,0.6114585969660087,0.09590922280318269,0.0,0.0,0.0,0.0,1.0,0
Juuso Riikola,80,13,0.1325,0.02045795795795796,0.11193693693693693,0.20923423423423423,0.1411036036036036,0.0,1.0,0.0,0.0,0.0,0
Juuso Valimaki,82,16,0.1425,0.020620748299319726,0.12230725623582767,0.5354308390022676,-0.031037414965986394,0.0,1.0,0.0,0.0,0.0,0
Jyrki Jokipakka,150,28,0.18666666666666668,0.019624334174376225,0.16348114799606414,0.23030832742404503,-0.0226037148809622,0.0,1.0,0.0,0.0,0.0,0
Jyrki Lumme,985,468,0.45733333333333337,0.11150716226073489,0.3449558559312986,0.623649241038804,0.08590945542673098,0.0,1.0,0.0,0.0,0.0,0
Jyrki Seppa,13,2,0.15,0.0,0.15384615384615385,0.46153846153846156,-0.6923076923076923,0.0,1.0,0.0,0.0,0.0,0
K'Andre Miller,129,31,0.24,0.09322244289970208,0.14498510427010924,0.33341608738828205,0.22306355511420062,0.0,1.0,0.0,0.0,0.0,0
Kaapo Kakko,155,56,0.3633333333333333,0.16991561961074156,0.19438285291943827,0.22145232815964522,-0.045439147573293905,0.0,0.0,0.0,0.0,1.0,0
Kaedan Korczak,1,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
Kael Mouillierat,7,2,0.165,0.08333333333333333,0.08333333333333333,1.6666666666666665,-0.25,1.0,0.0,0.0,0.0,0.0,0
Kai Nurminen,69,28,0.45,0.3694029850746269,0.08208955223880597,0.664179104477612,-0.27238805970149255,0.0,0.0,0.0,1.0,0.0,0
Kai Suikkanen,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
Kailer Yamamoto,180,87,0.45600000000000007,0.17201541813306517,0.28487581699346404,0.3581960784313726,0.034841964136081795,0.0,0.0,0.0,0.0,0.0,1
Kale Clague,57,16,0.20666666666666667,0.019047619047619046,0.1873015873015873,0.4121693121693122,-0.42777777777777776,0.0,1.0,0.0,0.0,0.0,0
Kalle Kossila,19,3,0.11,0.075,0.03333333333333333,0.16666666666666666,-0.17500000000000002,1.0,0.0,0.0,0.0,0.0,0
Kamil Kreps,232,60,0.235,0.07577181590339485,0.16020164046479837,0.3299299384825701,-0.003702437912964228,1.0,0.0,0.0,0.0,0.0,0
Kamil Piros,45,10,0.51,0.27941176470588236,0.22732843137254902,0.40931372549019607,0.15318627450980388,1.0,0.0,0.0,0.0,0.0,0
Karel Betik,3,2,0.67,0.0,0.6666666666666666,0.6666666666666666,-1.0,0.0,1.0,0.0,0.0,0.0,0
Karel Pilar,140,49,0.33499999999999996,0.07498721227621483,0.26143222506393865,0.4834271099744245,-0.05033248081841431,0.0,1.0,0.0,0.0,0.0,0
Karel Rachunek,443,161,0.32125000000000004,0.05020169965290931,0.2712480979494073,0.5637151803355605,0.1153664523637067,0.0,1.0,0.0,0.0,0.0,0
Kari Eloranta,267,116,0.442,0.05081058726220017,0.390752688172043,0.6078143093465673,0.05443548387096775,0.0,1.0,0.0,0.0,0.0,0
Kari Haakana,13,0,0.0,0.0,0.0,0.3076923076923077,-0.15384615384615385,0.0,1.0,0.0,0.0,0.0,0
Kari Jalonen,37,15,0.365,0.18,0.185,0.08,0.035,1.0,0.0,0.0,0.0,0.0,0
Kari Makkonen,9,4,0.44,0.2222222222222222,0.2222222222222222,0.0,-0.2222222222222222,0.0,0.0,0.0,0.0,1.0,0
Karl Alzner,686,130,0.16916666666666666,0.022806571815718157,0.14471706026584077,0.2762638727577752,0.03131936378887599,0.0,1.0,0.0,0.0,0.0,0
Karl Dykhuis,653,133,0.22615384615384615,0.058666069548243285,0.16667359357032774,0.6383469968913056,-0.015283279688821129,0.0,1.0,0.0,0.0,0.0,0
Karl Stewart,74,7,0.10200000000000001,0.00851063829787234,0.09276595744680852,0.9394444444444444,-0.1407210401891253,0.0,0.0,0.0,1.0,0.0,0
Karl Stollery,23,3,0.09000000000000001,0.0,0.0909090909090909,0.9272727272727274,-0.01818181818181817,0.0,1.0,0.0,0.0,0.0,0
Karlis Skrastins,914,149,0.18846153846153843,0.03769489640442696,0.14916693338905096,0.4056997322741384,-0.03170464703090121,0.0,1.0,0.0,0.0,0.0,0
Karson Kuhlman,92,20,0.2475,0.12401515151515151,0.12323232323232323,0.20323232323232326,0.04780303030303029,1.0,0.0,0.0,0.0,0.0,0
Kaspars Astasenko,23,3,0.13,0.03333333333333333,0.09583333333333333,0.3833333333333333,-0.2583333333333333,0.0,1.0,0.0,0.0,0.0,0
Kaspars Daugavins,91,15,0.11,0.038974358974358976,0.07076923076923076,0.18153846153846154,-0.11692307692307692,0.0,0.0,0.0,0.0,0.0,1
Kasper Bjorkqvist,6,1,0.17,0.16666666666666666,0.0,0.3333333333333333,-0.16666666666666666,0.0,0.0,0.0,0.0,1.0,0
Kasperi Kapanen,317,151,0.3728571428571429,0.16795617807059457,0.20504626951995372,0.1934494960925167,-0.01154328128012337,0.0,0.0,0.0,0.0,1.0,0
Keaton Ellerby,212,27,0.25666666666666665,0.01270878721859114,0.24279972931933716,0.3282250610681983,-0.2086031887502476,0.0,1.0,0.0,0.0,0.0,0
Keaton Middleton,3,0,0.0,0.0,0.0,1.3333333333333333,-0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0
Keegan Kolesar,119,35,0.19999999999999998,0.049754299754299756,0.14782964782964783,0.5335790335790336,-0.05733005733005733,0.0,0.0,0.0,0.0,1.0,0
Keegan Lowe,4,0,0.0,0.0,0.0,2.5,-0.75,0.0,1.0,0.0,0.0,0.0,0
Keith Acton,1023,584,0.5626666666666666,0.20482744686256418,0.3571112659520425,1.0967002184816144,-0.021846791842602024,1.0,0.0,0.0,0.0,0.0,0
Keith Aldridge,4,0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.0,0
Keith Allen,28,4,0.2,0.0,0.2,0.26666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0
Keith Aucoin,145,48,0.24888888888888885,0.07408992218577155,0.17486655512614718,0.16530033303674724,-0.1721420949241517,1.0,0.0,0.0,0.0,0.0,0
Keith Aulie,167,14,0.078,0.01888888888888889,0.058673835125448014,1.133584229390681,-0.09879928315412187,0.0,1.0,0.0,0.0,0.0,0
Keith Ballard,605,175,0.248,0.05093822570210739,0.19477495116311933,1.069998647204148,-0.042033115935554956,0.0,1.0,0.0,0.0,0.0,0
Keith Brown,876,342,0.3725000000000001,0.07488339202122461,0.2980635827492249,1.0293762792223526,0.09038863868473991,0.0,1.0,0.0,0.0,0.0,0
Keith Carney,1087,235,0.2088235294117647,0.04807232272684798,0.16133068967746614,0.9069138330485851,0.12218577272438429,0.0,1.0,0.0,0.0,0.0,0
Keith Cory,51,12,0.22,0.021739130434782608,0.19782608695652176,1.2478260869565219,-0.9739130434782609,0.0,1.0,0.0,0.0,0.0,0
Keith Crowder,662,494,0.7270000000000001,0.32661364607994486,0.39901490383342464,2.0792521481151973,0.1925185189504774,0.0,0.0,0.0,0.0,1.0,0
Keith Hanson,25,2,0.08,0.0,0.08,3.08,-0.52,0.0,1.0,0.0,0.0,0.0,0
Keith Jones,491,258,0.46333333333333343,0.20936296454232442,0.25198093953741313,1.4157455806410986,0.02317878176556292,0.0,0.0,0.0,0.0,1.0,0
Keith Magnuson,589,139,0.20818181818181813,0.02358434020845647,0.1841954215106397,2.2642583712711537,0.2040153287162857,0.0,1.0,0.0,0.0,0.0,0
Keith McCreary,532,243,0.39100000000000007,0.19718951877738675,0.19422010193196632,0.5054209716341741,-0.08666303069514486,0.0,0.0,0.0,1.0,0.0,0
Keith Osborne,16,4,0.29000000000000004,0.045454545454545456,0.24545454545454548,1.1636363636363636,-0.24545454545454548,0.0,0.0,0.0,0.0,1.0,0
Keith Primeau,963,641,0.66125,0.2638100457424259,0.3957896290840956,1.6470437678370793,0.1517028209155507,1.0,0.0,0.0,0.0,0.0,0
Keith Redmond,12,1,0.08,0.08333333333333333,0.0,1.6666666666666667,-0.25,0.0,0.0,0.0,1.0,0.0,0
Keith Tkachuk,1276,1136,0.8768421052631581,0.4359878795379455,0.44117901783003005,1.8016501817426391,0.025308047790948255,0.0,0.0,0.0,1.0,0.0,0
Keith Wright,1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
Keith Yandle,1103,616,0.5325000000000001,0.08972469421161694,0.44188294254788646,0.5944746354327184,-0.08784402557667642,0.0,1.0,0.0,0.0,0.0,0
Kellan Lain,9,1,0.11,0.1111111111111111,0.0,2.3333333333333335,0.1111111111111111,0.0,0.0,0.0,1.0,0.0,0
Kelly Buchberger,1253,313,0.22578947368421048,0.07793363821197052,0.1473573849674064,1.931206236386504,-0.14013515231128934,0.0,0.0,0.0,0.0,1.0,0
Kelly Burnett,3,1,0.33,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Kelly Chase,458,53,0.1463636363636364,0.07375346950233776,0.07376351709371726,4.79043524960733,0.010223488884251154,0.0,0.0,0.0,0.0,1.0,0
Kelly Fairchild,34,5,0.3225,0.05,0.2727272727272727,0.5727272727272728,0.21818181818181817,1.0,0.0,0.0,0.0,0.0,0
Kelly Kisio,761,658,0.8307692307692307,0.31168791219100817,0.5183599836695814,0.9112118924181319,0.0007325632611414911,1.0,0.0,0.0,0.0,0.0,0
Kelly Miller,1057,463,0.4306666666666666,0.15881057153128458,0.2714645399110595,0.4714536497855684,0.037081964161760426,0.0,0.0,0.0,1.0,0.0,0
Kelly Pratt,22,6,0.27,0.0,0.2727272727272727,0.6818181818181818,0.045454545454545456,0.0,0.0,0.0,0.0,1.0,0
Ken Baird,10,2,0.2,0.0,0.2,1.5,-1.0,0.0,1.0,0.0,0.0,0.0,0
Ken Baumgartner,696,54,0.07583333333333332,0.019660292117590253,0.055930042056486884,3.3881496576107293,-0.08476288795724297,0.0,0.0,0.0,1.0,0.0,0
Ken Belanger,248,23,0.061,0.026868380007914895,0.03347847847847847,3.0464842999145327,-0.09071485106368829,0.0,0.0,0.0,1.0,0.0,0
Ken Berry,55,18,0.3275,0.14597069597069595,0.18049450549450552,0.5456043956043957,0.03598901098901099,0.0,0.0,0.0,0.0,1.0,0
Ken Block,1,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0
Ken Breitenbach,68,14,0.15333333333333332,0.011111111111111112,0.14265232974910394,0.7570404505888377,0.22452636968766002,0.0,1.0,0.0,0.0,0.0,0
Ken Daneyko,1283,178,0.14499999999999996,0.028289322071962653,0.11534561913312583,2.3228739137850463,0.00677086337820332,0.0,1.0,0.0,0.0,0.0,0
Ken Davies,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Ken Doraty,103,41,0.388,0.09743878412609064,0.2894455389811427,0.3195046439628483,0.0,0.0,0.0,0.0,0.0,1.0,0
Ken Duggan,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
Ken Gernander,14,5,0.125,0.05,0.075,0.6,-0.325,0.0,0.0,0.0,0.0,1.0,0
Ken Girard,7,1,0.11,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,1.0,0
Ken Hammond,193,47,0.35125,0.20733987844787283,0.14340707212376216,1.2044732032810574,0.10199912873475285,0.0,1.0,0.0,0.0,0.0,0
Ken Hodge,881,800,0.8042857142857143,0.3253519291712787,0.4776360482353801,0.9440317329613793,0.22080305169887,0.0,0.0,0.0,0.0,1.0,0
"Ken Hodge, Jr.",142,87,0.5025,0.21285714285714283,0.28904761904761905,0.15095238095238092,-0.018333333333333326,1.0,0.0,0.0,0.0,0.0,0
Ken Houston,570,328,0.5566666666666666,0.2750048849752334,0.2824034607763296,1.0660478996375957,-0.022185930034336263,0.0,0.0,0.0,0.0,1.0,0
Ken Kilrea,91,40,0.326,0.1195238095238095,0.20666666666666664,0.05809523809523809,0.0,0.0,0.0,0.0,1.0,0.0,0
Ken Klee,1000,224,0.2206666666666667,0.0627036513987032,0.157381438339487,0.9483240334663594,0.027386317979806445,0.0,1.0,0.0,0.0,0.0,0
Ken Kuzyk,41,14,0.355,0.08928571428571429,0.26373626373626374,0.18406593406593408,0.020604395604395608,0.0,0.0,0.0,0.0,1.0,0
Ken Leiter,143,50,0.268,0.06223282105635046,0.207256668433139,0.388532061473238,-0.0017841370782547216,0.0,1.0,0.0,0.0,0.0,0
Ken Linseman,860,807,0.8592857142857142,0.2676302665110916,0.5914817410911304,1.8859883826158639,0.18038242790396272,0.0,0.0,0.0,1.0,0.0,0
Ken Lovsin,1,0,0.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.0,0.0,0.0,0
Ken Mann,1,0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0
Ken McRae,137,35,0.1442857142857143,0.05419055419055419,0.08994578994578996,2.261682461682462,-0.3273175773175773,0.0,0.0,0.0,0.0,1.0,0
Ken Morrow,550,105,0.20800000000000002,0.031106487609373817,0.1787297049974737,0.5938203993254849,0.2391587470201803,0.0,1.0,0.0,0.0,0.0,0
Ken Mosdell,693,309,0.383125,0.16635027082034615,0.21739412328367144,0.5750666108752385,0.0,1.0,0.0,0.0,0.0,0.0,0
Ken Murray,106,11,0.28600000000000003,0.002857142857142857,0.28167701863354033,1.2301242236024845,0.25344720496894413,0.0,1.0,0.0,0.0,0.0,0
Ken Priestlay,168,61,0.375,0.14153237052396717,0.23389537633235113,0.3184776941079462,-0.08214012877878424,1.0,0.0,0.0,0.0,0.0,0
Ken Quinney,59,20,0.3333333333333333,0.12374269005847953,0.207953216374269,0.3595321637426901,-0.0750877192982456,0.0,0.0,0.0,0.0,1.0,0
